Model,MAE,RMSE,R2,MAPE
Prophet,11.228096721651267,14.786746752841667,0.6586681575056423,55.40587517562319
Ridge,11.50439893856653,15.025883770345033,0.6475385809431633,58.830514009239266
Linear,11.50437100862358,15.025818394498835,0.6475416479725304,58.8318527022689
